시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
(GOLF)오펠CC,,기타,,,,경북,영천시,고경면,동도리,경북 영천시 고경면 동도리,129.059937,36.009007,,,,,,,,,,,
상리 체육시설,,간이,마을공터,,,경북,영천시,북안면,상리,경북 영천시 북안면 운북로 1198,128.992067,35.851545,0,0,0,북안면사무소,054-339-7912,,,,,안산휴게소 옆,
당1리 체육시설,,간이,마을공터,,,경북,영천시,북안면,당리,경북 영천시 북안면 당리길 56,128.996219,35.860718,0,0,0,북안면사무소,054-339-7912,,,,,당1리 경로당 옆,
명주원곡경로당 건강관리실,,간이,마을공터,,,경북,영천시,북안면,명주리,경북 영천시 북안면 새불길 12,128.997068,35.873708,0,0,0,북안면사무소,054-339-7912,,,,,,
서당리 체육시설,,간이,마을공터,,,경북,영천시,북안면,서당리,경북 영천시 북안면 북안서당길 83,129.002697,35.901883,0,0,0,북안면사무소,054-339-7912,,,,,,
고지리 체육시설,,간이,마을공터,,,경북,영천시,북안면,고지리,경북 영천시 북안면 운북로 1874-4,129.012082,35.904574,0,0,0,북안면사무소,054-339-7912,,,,,고지교회 앞,
임포2리 경로당 2층 건강관리실,,간이,마을공터,,,경북,영천시,북안면,임포리,경북 영천시 북안면 임포역길 72,129.012119,35.918785,0,0,0,북안면사무소,054-339-7912,,,,,임포2리 경로당 2층,
북안종합복지회관 체력단련실,,간이,마을공터,,,경북,영천시,북안면,임포리,경북 영천시 북안면 운북로 2043,129.007732,35.919305,0,0,0,북안면사무소,054-339-7912,,,,,,
임포교회 교육관 앞 체육시설,,간이,마을공터,,,경북,영천시,북안면,임포리,경북 영천시 북안면 임포역길 64,129.011704,35.919386,0,0,0,북안면사무소,054-339-7912,,,,,임포교회 교육관 앞,
도천1리 체육시설,,간이,마을공터,,,경북,영천시,북안면,,경북 영천시 괴화길 11,129.017498,35.894443,0,0,0,북안면사무소,054-339-7912,,,,,,
반정1리 체육시설,,간이,마을공터,,,경북,영천시,북안면,,경북 영천시 반정1길 34,128.994066,35.934175,0,0,0,북안면사무소,054-339-7912,,,,,반정1리 경로당 부근 정자 옆,
명주경로당 앞 체육시설,,간이,마을공터,,,경북,영천시,북안면,,경북 영천시 새불길 3,128.996524,35.874627,0,0,0,북안면사무소,054-339-7912,,,,,명주경로당 앞,
상주시 생활체육공원 축구장,축구장,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동,128.185084,36.422329,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.kr,6:00,23:00,"매월첫째,셋째월요일  국경일,설날,추석",상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주시 생활체육공원 테니스장,테니스장,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동 영남제일로 1432,128.183449,36.421846,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.kr,6:00,23:00,"매월첫째,셋째월요일  국경일,설날,추석",상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주국민체육센터 수영장,수영장,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동 영남제일로 1432,128.183449,36.421846,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.go.kr/,6:00,21:00,"매월 첫째,셋째월요일  국경일,설,추석",상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주시 생활체육공원 인라인롤러경기장,롤러스케이트장,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동,128.184693,36.421664,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.go.kr,9:00,18:00,연중무휴(일출시~일몰시까지),상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주시 생활체육공원 게이트볼장,전천후게이트볼장,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동,128.181698,36.422341,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.go.kr,6:00,23:00,"매월첫째,셋째월요일  국경일,설날,추석",상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주 국민체육센터,생활체육관,공공,,상주시,상주시 시설관리사업소,경북,상주시,복룡동,,경북 상주시 복룡동 영남제일로 1432,128.183449,36.421846,,,,상주시 시설관리사업소,054-537-6135,sportspark.sangju.go.kr,6:00,22:00,"매월첫째,셋째월요일  국경일,설날,추석",상주시내에서 낙동방면 시외버스를 타신 후 화개동 오일뱅크주유소 인근 승강장에서 하차를 한 후 화계교를 건너 국민체육센터 방향으로 오시면 됨.,
상주시 간이 야구장,야구장,공공,,상주시,상주시 문화체육과,경북,상주시,헌신동,,경북 상주시 헌신동 헌신1길 1,128.20804,36.417747,,,,상주시야구협회/연합회,,,6:00,18:00,연중무휴,"시내외 버스가 없으며, 상주시내에서 북천 뚝방을 따라 상산교와 국민체육센터를 지나서 국도대체우회도로 (헌신동-부원동)방면으로 오다가 오측편 하천변 고수부지에 위치하고 있음.",
4대강 회상권 체육시설,,기타,,부산지방국토관리청,부산지방국토관리청,경북,상주시,도남동,,경북 상주시 도남동,128.257966,36.448524,,,,부산지방국토관리청,054-123-4567,,9:00,18:00,무휴,#NAME?,
상주시민 테니스장,테니스장,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시 시설관리사업소,054-537-6217,,5:00,23:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시민 체육관,구기체육관,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시 시설관리사업소,054-537-6217,,9:00,18:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시 공기소총사격장,사격장,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시 시설관리사업소,054-530-6217,,5:00,23:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시민 운동장 보조경기장,육상경기장,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시민운동장관리사무소,054-537-6217,sangju.go.kr,5:00,23:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시민 운동장 씨름경기장,씨름장,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시 시설관리사업소,054-537-6217,sangju.go.kr,5:00,18:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시 복싱체육관,투기체육관,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,상주시 시설관리사업소(생활체육회),054-536-0117,cafe.daum.net/sj7330,14:00,21:00,매주일요일,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
상주시민 운동장,육상경기장,공공,,상주시,상주시 시설관리사업소,경북,상주시,계산동,,경북 상주시 계산동 북상주로 24-7,128.162984,36.431567,,,,시민운동장관리사무소,054-530-6217,,5:00,23:00,연중무휴,상주시내에서 점촌방면 시외버스를 타신 후 후천교를 지나 상산전자공고앞 승강장에서 내려서 점촌방향으로 약 300M 정도 걸어가면 위치함.,
함창읍 교촌1리 동네체육시설,,간이,마을공터,,,경북,상주시,함창읍,교촌리,경북 상주시 함창읍 무운로 1557-8,128.155672,36.576496,0,0,0,함창읍사무소,054-537-8003,,,,,,
함창읍 대조1리 동네체육시설,,간이,마을공터,,,경북,상주시,함창읍,대조리,경북 상주시 함창읍 왁새골길 93,128.183122,36.578439,0,0,0,함창읍사무소,054-537-8003,,,,,,
함창읍 윤직1리 동네체육시설,,간이,마을공터,,,경북,상주시,함창읍,윤직리,경북 상주시 함창읍 윤직1길 3-5,128.188145,36.576097,0,0,0,함창읍사무소,054-537-8003,,,,,,
함창읍 태봉리(덕통1리) 동네체육시설,,간이,마을공터,,,경북,상주시,함창읍,태봉리,경북 상주시 함창읍 태봉1길 24,128.199682,36.558064,0,0,0,함창읍사무소,054-537-8003,,,,,,
함창읍 금곡리 동네체육시설,,간이,마을공터,,,경북,상주시,함창읍,금곡리,경북 상주시 함창읍 봉황로 355,128.214105,36.524996,0,0,0,함창읍사무소,054-537-8003,,,,,,
함창읍 신흥천 동네체육시설,,간이,고수부지,,,경북,상주시,함창읍,,경북 영천시,128.184444,36.551156,0,0,0,함창읍사무소,054-537-8003,,,,,,
덕담2리 동네체육시설,,간이,마을공터,,,경북,상주시,사벌면,덕담리,경북 상주시 사벌면 상풍로 497-12,128.214238,36.470662,0,0,0,사벌면사무소,054-537-8069,,,,,,
용담3리 동네체육시설,,간이,마을공터,,,경북,상주시,사벌면,용담리,경북 상주시 사벌면 사벌로 193,128.203272,36.484117,0,0,0,사벌면사무소,054-537-8069,,,,,,
용담2리 동네체육시설,,간이,마을공터,,,경북,상주시,사벌면,용담리,경북 상주시 사벌면 지촌길 2,128.203918,36.481482,0,0,0,사벌면사무소,054-537-8069,,,,,,
묵상리 동네체육시설,,간이,마을공터,,,경북,상주시,사벌면,묵상리,경북 상주시 사벌면 덕가묵상로 389,128.23771,36.490404,0,0,0,사벌면사무소,054-537-8069,,,,,,
묵하리 동네체육시설,,간이,마을공터,,,경북,상주시,사벌면,묵하리,경북 상주시 사벌면 상풍로 730,128.237173,36.475184,0,0,0,사벌면사무소,054-537-8069,,,,,,
상주 국제승마장,승마장,공공,,상주시,상주시 축산유통과,경북,상주시,사벌면,화달리,경북 상주시 사벌면 화달리,128.231386,36.459142,,,,상주시 축산유통과,054-535-5634,horse-riding.sangju.go.kr,9:00,18:00,매주월요일 휴무,"-상주버스터미널에서 오전 06:30분 첫버스가 있으며, 다음은 09:00, 11:00, 오후 12:25, 14:40, 있고, 마지막 버스가 17:20분 입니다. 승마장까지 소요시간은 약30분 정도 입니다.   -승용차를 이용하시면 상주시 사벌면 화달리에 위치한 상주박물관 찾아오시면 정면에 상주국제승마장이 위치하고 있습니다,",
4대강 나래공원 체육시설,,기타,,부산지방국토관리청,부산지방국토관리청,경북,상주시,낙동면,낙동리,경북 상주시 낙동면 낙동리,128.300957,36.360456,,,,부산지방국토관리청,051-660-1176,,9:00,18:00,연중무휴,#NAME?,
화동 골프연습장,골프연습장,공공,,상주시,상주시 문화체육과,경북,상주시,화동면,이소리,경북 상주시 화동면 이소3길 86-6,127.958682,36.388481,,,,화동중학교 골프동우회,054-537-7213,,9:00,18:00,연중무휴,상주시내에서 화동방면 시외버스를 타신 후 화동면에서 하차하신 다음 화동중학교 교정을 찾아가시면 위치함.,
이촌리 동네체육시설,,간이,마을공터,,,경북,상주시,외서면,이촌리,경상북도 상주시 이촌1길 33,128.068998,36.502534,0,0,0,외서면사무소,054-537-8416,,,,,,
영강체육공원 게이트볼장,전천후게이트볼장,공공,,문경시,문경시 새마을체육과,경북,문경시,흥덕동,,경북 문경시 흥덕동,128.213702,36.602609,,,,문경시 게이트볼연합회,054-550-6460,www.gbmg.go.kr,5:30,21:00,연중무휴,점촌시외버스터미널 - 시내버스터미널 - 도보로 동측 고가도로 건너 15분 거리,
영강체육공원 테니스장,테니스장,공공,,문경시,문경시 새마을체육과,경북,문경시,흥덕동,,경북 문경시 흥덕동 영강공원길 125,128.215754,36.604295,,,,문경시테니스연합회,054-554-0306,www.gbmg.go.kr/,5:30,21:00,"1월1일, 설, 추석",점촌시외버스터미널 - 시내버스터미널 - 동편 고가도로 지나 도보로 15분 거리,
영강체육공원 롤러스케이트장,롤러스케이트장,공공,,문경시,새마을체육과,경북,문경시,흥덕동,,경북 문경시 흥덕동 영강공원길 125,128.214588,36.603082,,,,새마을체육과 체육시설,054-550-6112,www.gbmg.go.kr/,5:30,21:00,연중무휴,점촌시외버스터미널 - 시내버스터미널 하차 - 동편 고가도로 지나 도보 15분거리,
영강체육공원 축구장,축구장,공공,,문경시,문경시 새마을체육과,경북,문경시,흥덕동,,경북 문경시 흥덕동,128.215377,36.603803,,,,문경시 축구연합회,054-555-2609,www.mgfa.or.kr,5:30,21:00,1월 1일  설  추석,점촌 시외버스터미널 - 시내버스터미널 - 동편 고가도로 지나 도보로 15분거리,
문경 사격장,사격장,공공,,문경시,문경관광진흥공단,경북,문경시,불정동,,경북 문경시 불정동,128.122511,36.643989,,,,문경관광진흥공단 관광사업부,054-553-0001,www.mgtpcr.or.kr/,9:00,18:00,"연중무휴  설,추석 당일 (13시부터)",점촌시외버스터미널 - (호계면) 견탄 &amp;lt; 대성계전 앞&amp;gt; - 하차  건너편 교량 건너 문경관광사격장 방면 2.4Km,
문경시 국민체육센터,생활체육관,공공,,문경시,문경관광진흥공단,경북,문경시,모전동,,경북 문경시 모전동 점고길 30,128.185411,36.595465,,,,문경관광진흥공단,054-555-0288,www.mgptcenter.or.kr/,6:00,21:00,1월1일  설연휴  추석연휴,점촌시외버스터미널 - 문경여중 - 도보로 시민운동장방면 5분거리 (시민정구장 옆),
문경 시민운동장(리모델링중),육상경기장,공공,,문경시,문경시청 새마을체육과,경북,문경시,모전동,,경북 문경시 모전동 점고길 15,128.187406,36.593214,,,,문경시 새마을체육과,054-550-6093,www.gbmg.go.kr/,0:00,0:00,2011. 1~ 2012.12(개.보수 중- 패쇄),점촌시외버스터미널 - 문경여중 - 도보로 시민운동장 방면 5분거리,
문경시국민체육센터 수영장,수영장,공공,,문경시,문경관광진흥공단,경북,문경시,모전동,,경북 문경시 모전동 점고길 30,128.185411,36.595465,,,,문경관광진흥공단,054-555-0288,www.mgtpcr.or.kr/,6:00,21:00,"매월 첫째, 셋째 일요일  1월 1일  설, 추석 연휴",점촌시외버스터미널 - 문경여중 - 시민운동장 방면 도보로 5분거리 (시민정구장 옆),
